CON LA Z: Banda horizontal de madera, azulejos, tela, papel pintado, etc., con que se adorna o protege la parte inferior de una pared, que puede levantar pocos centímetros o llegar a media altura. zocalo
CON LA Z: Que demuestra cariño de una forma exagerada y a veces empalagosa, generalmente para conseguir algo. zalamero
